CMS Certification Number (CCN),Provider Name,Address Line 1,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Measure Date Range,LOCATION1
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_006_01_MSPB_SCORE,0.97,-,10/01/2020,09/30/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_007_02_DENOMINATOR,34,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_007_02_NUMERATOR,33,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_007_02_OBS_RATE,97.1,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_013_02_DENOMINATOR,34,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_013_02_NUMERATOR,0,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_013_02_OBS_RATE,0,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_022_04_DENOMINATOR,24,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_022_04_OBS_CHG_SFCR_SCORE,2.1,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_022_04_ADJ_CHG_SFCR_SCORE,3.3,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_023_04_DENOMINATOR,24,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_023_04_OBS_CHG_MOBL_SCORE,2.7,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_023_04_ADJ_CHG_MOBL_SCORE,5.9,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_024_04_DENOMINATOR,24,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_024_04_NUMERATOR,5,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_024_04_OBS_RATE,20.8,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_025_04_DENOMINATOR,24,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_025_04_NUMERATOR,3,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_025_04_OBS_RATE,12.5,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_038_02_DENOMINATOR,34,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_038_02_NUMERATOR,1,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_038_02_OBS_RATE,2.9,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_038_02_ADJ_RATE,1.9,-,01/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_039_01_HAI_NUMBER,4,-,10/01/2021,09/30/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_039_01_HAI_VOLUME,27,-,10/01/2021,09/30/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_039_01_HAI_OBS_RATE,14.81,-,10/01/2021,09/30/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_039_01_HAI_RS_RATE,8.06,-,10/01/2021,09/30/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_039_01_HAI_RS_RATE_2_5,4.6,-,10/01/2021,09/30/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_039_01_HAI_RS_RATE_97_5,13.25,-,10/01/2021,09/30/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_039_01_HAI_COMP_PERF,No Different than the National Rate,-,10/01/2021,09/30/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_040_01_DENOMINATOR,77,-,10/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_040_01_NUMERATOR,62,-,10/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_040_01_OBS_RATE,80.5,-,10/01/2022,12/31/2022,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_041_01_DENOMINATOR,103,-,10/01/2022,03/31/2023,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_041_01_NUMERATOR,39,-,10/01/2022,03/31/2023,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15040,DIVERSICARE OF MONTGOMERY,2020 NORTH COUNTRY CLUB DRIVE,MONTGOMERY,AL,36106,Montgomery,(334)263-1643,4,S_041_01_OBS_RATE,37.9,-,10/01/2022,03/31/2023,-,"2020 NORTH COUNTRY CLUB DRIVE, MONTGOMERY, AL, 36106"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_001_03_DENOMINATOR,50,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_001_03_NUMERATOR,50,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_001_03_OBS_RATE,100,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_004_01_PPR_PD_OBS,4.35,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_004_01_PPR_PD_OBS_READM,3,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_004_01_PPR_PD_RSRR,9.14,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_004_01_PPR_PD_RSRR_2_5,6.38,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_004_01_PPR_PD_RSRR_97_5,13.27,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_004_01_PPR_PD_VOLUME,69,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_005_02_DTC_COMP_PERF,No Different than the National Rate,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_005_02_DTC_NUMBER,20,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_005_02_DTC_OBS_RATE,41.67,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_005_02_DTC_RS_RATE,48.77,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_005_02_DTC_RS_RATE_2_5,36.73,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_005_02_DTC_RS_RATE_97_5,61.7,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_005_02_DTC_VOLUME,48,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_006_01_MSPB_NUMB,65,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_006_01_MSPB_SCORE,1.14,-,10/01/2020,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_007_02_DENOMINATOR,48,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_007_02_NUMERATOR,48,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_007_02_OBS_RATE,100,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_013_02_DENOMINATOR,48,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_013_02_NUMERATOR,0,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_013_02_OBS_RATE,0,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_022_04_DENOMINATOR,34,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_022_04_OBS_CHG_SFCR_SCORE,7.1,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_022_04_ADJ_CHG_SFCR_SCORE,6.6,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_023_04_DENOMINATOR,34,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_023_04_OBS_CHG_MOBL_SCORE,17.3,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_023_04_ADJ_CHG_MOBL_SCORE,15.5,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_024_04_DENOMINATOR,34,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_024_04_NUMERATOR,16,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_024_04_OBS_RATE,47.1,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_025_04_DENOMINATOR,34,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_025_04_NUMERATOR,14,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_025_04_OBS_RATE,41.2,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_038_02_DENOMINATOR,48,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_038_02_NUMERATOR,0,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_038_02_OBS_RATE,0,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_038_02_ADJ_RATE,0,-,01/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_039_01_HAI_NUMBER,3,-,10/01/2021,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_039_01_HAI_VOLUME,38,-,10/01/2021,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_039_01_HAI_OBS_RATE,7.89,-,10/01/2021,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_039_01_HAI_RS_RATE,7.24,-,10/01/2021,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_039_01_HAI_RS_RATE_2_5,4.1,-,10/01/2021,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_039_01_HAI_RS_RATE_97_5,12.21,-,10/01/2021,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_039_01_HAI_COMP_PERF,No Different than the National Rate,-,10/01/2021,09/30/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_040_01_DENOMINATOR,118,-,10/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_040_01_NUMERATOR,95,-,10/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_040_01_OBS_RATE,80.5,-,10/01/2022,12/31/2022,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_041_01_DENOMINATOR,Not Available,10,10/01/2022,03/31/2023,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_041_01_NUMERATOR,Not Available,10,10/01/2022,03/31/2023,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15042,"SUMTER HEALTH AND REHABILITATION, L L C",1505 EAST 4TH AVENUE,YORK,AL,36925,Sumter,(205)392-5281,4,S_041_01_OBS_RATE,Not Available,10,10/01/2022,03/31/2023,-,"1505 EAST 4TH AVENUE, YORK, AL, 36925"
15044,"CAREGIVERS OF PLEASANT GROVE, INC",700 FIRST AVENUE,PLEASANT GROVE,AL,35127,Jefferson,(205)744-8120,4,S_001_03_DENOMINATOR,18,9,01/01/2022,12/31/2022,-,"700 FIRST AVENUE, PLEASANT GROVE, AL, 35127"
15044,"CAREGIVERS OF PLEASANT GROVE, INC",700 FIRST AVENUE,PLEASANT GROVE,AL,35127,Jefferson,(205)744-8120,4,S_001_03_NUMERATOR,Not Available,9,01/01/2022,12/31/2022,-,"700 FIRST AVENUE, PLEASANT GROVE, AL, 35127"
15044,"CAREGIVERS OF PLEASANT GROVE, INC",700 FIRST AVENUE,PLEASANT GROVE,AL,35127,Jefferson,(205)744-8120,4,S_001_03_OBS_RATE,Not Available,9,01/01/2022,12/31/2022,-,"700 FIRST AVENUE, PLEASANT GROVE, AL, 35127"
15044,"CAREGIVERS OF PLEASANT GROVE, INC",700 FIRST AVENUE,PLEASANT GROVE,AL,35127,Jefferson,(205)744-8120,4,S_004_01_PPR_PD_COMP_PERF,Not Available,9,10/01/2020,09/30/2022,-,"700 FIRST AVENUE, PLEASANT GROVE, AL, 35127"
15044,"CAREGIVERS OF PLEASANT GROVE, INC",700 FIRST AVENUE,PLEASANT GROVE,AL,35127,Jefferson,(205)744-8120,4,S_004_01_PPR_PD_OBS,Not Available,9,10/01/2020,09/30/2022,-,"700 FIRST AVENUE, PLEASANT GROVE, AL, 35127"
15044,"CAREGIVERS OF PLEASANT GROVE, INC",700 FIRST AVENUE,PLEASANT GROVE,AL,35127,Jefferson,(205)744-8120,4,S_004_01_PPR_PD_OBS_READM,Not Available,9,10/01/2020,09/30/2022,-,"700 FIRST AVENUE, PLEASANT GROVE, AL, 35127"
