Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,County,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents","Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week who Received a Completed COVID-19 Vaccination at Any Time,Recent Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time,Percentage of Current Healthcare Personnel who Received a Completed COVID-19 Vaccination at Any Time,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines,Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
01/15/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,112,0,6,150,133,0,0,0,154,0,0,1541.35,45.11,0,132,144,127,,88.194,45,,34.091,17,,11.806
01/22/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,2,114,0,6,150,132,0,0,0,154,0,0,1553.03,45.45,,132,144,127,,88.194,45,,34.091,17,,11.806
01/29/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,114,0,6,150,135,0,0,0,154,0,0,1518.52,44.44,,133,144,127,,88.194,45,,33.835,17,,11.806
02/05/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,2,116,0,6,150,136,0,0,0,154,0,0,1507.35,44.12,,136,147,128,,87.075,45,,33.088,15,,10.204
02/12/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,117,0,6,150,137,0,0,0,154,0,0,1496.35,43.8,,137,150,128,,85.333,16,,11.679,18,,12
02/19/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,117,0,6,150,136,0,0,0,154,0,0,1507.35,44.12,,135,150,128,,85.333,16,,11.852,18,,12
02/26/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,117,0,6,150,136,0,0,0,154,0,0,1507.35,44.12,,137,150,128,,85.333,51,,37.226,17,,11.333
03/05/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,4,121,0,6,150,731,0,0,0,154,0,0,280.44,8.21,,136,151,125,,82.781,114,,83.824,20,,13.245
03/12/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,121,0,6,150,133,0,0,0,154,0,0,1541.35,45.11,,132,151,125,,82.781,114,,86.364,20,,13.245
03/19/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,122,0,6,150,133,0,0,0,154,0,0,1541.35,45.11,,133,151,127,,84.106,53,,39.85,127,,84.106
03/26/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,123,0,6,150,132,0,0,0,154,0,0,1553.03,45.45,,132,148,129,,87.162,94,,71.212,22,,14.865
04/02/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,123,0,6,150,132,0,0,0,154,0,0,1553.03,45.45,,131,156,131,,83.974,93,,70.992,24,,15.385
04/09/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,4,127,0,6,150,127,0,0,0,154,0,0,1614.17,47.24,,126,160,130,,81.25,88,,69.841,19,,11.875
04/16/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,128,0,6,150,128,0,0,0,154,0,0,1601.56,46.88,,128,155,129,,83.226,91,,71.094,18,,11.613
04/23/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,128,0,6,150,130,0,0,0,154,0,0,1576.92,46.15,,129,155,129,,83.226,97,,75.194,18,,11.613
04/30/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,3,131,0,6,150,127,0,0,0,154,0,0,1614.17,47.24,,129,153,128,,83.66,99,,76.744,18,,11.765
05/07/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,131,0,6,150,127,0,0,0,154,0,0,1614.17,47.24,,127,157,132,,84.076,94,,74.016,14,,8.917
05/14/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,2,133,0,6,150,126,0,0,0,154,0,0,1626.98,47.62,,126,155,129,,83.226,92,,73.016,14,,9.032
05/21/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,2,135,0,6,150,125,0,0,0,154,0,0,1640,48,,125,155,129,,83.226,93,,74.4,16,,10.323
05/28/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,2,137,0,6,150,125,0,0,0,154,0,0,1640,48,,125,160,132,,82.5,93,,74.4,17,,10.625
06/04/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,137,0,6,150,128,0,0,0,154,0,0,1601.56,46.88,,127,156,132,,84.615,93,,73.228,19,,12.179
06/11/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,137,0,6,150,129,0,0,0,154,0,0,1589.15,46.51,,129,165,132,,80,94,,72.868,17,,10.303
06/18/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,138,0,6,150,132,0,0,0,154,0,0,1553.03,45.45,0,132,164,132,,80.488,94,,71.212,50,,30.488
06/25/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,138,0,6,150,132,0,0,0,154,0,0,1553.03,45.45,0,133,162,133,,82.099,94,,70.677,20,,12.346
07/02/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,139,0,6,150,130,0,0,0,154,0,0,1576.92,46.15,0,130,162,133,,82.099,95,,73.077,22,,13.58
07/09/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,139,0,6,150,135,0,0,0,154,0,0,1518.52,44.44,0,135,162,133,,82.099,96,,71.111,22,,13.58
07/16/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,3,142,0,6,150,129,0,0,0,154,0,0,1589.15,46.51,0,129,160,127,,79.375,92,,71.318,19,,11.875
07/23/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,143,0,6,150,129,0,0,0,154,0,0,1589.15,46.51,0,129,162,132,,81.481,95,,73.643,18,,11.111
07/30/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,143,0,6,150,130,0,0,0,154,0,0,1576.92,46.15,0,130,163,132,,80.982,93,,71.538,18,,11.043
08/06/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,143,0,6,150,133,0,0,0,154,0,0,1541.35,45.11,0,133,164,132,,80.488,93,,69.925,18,,10.976
08/13/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,143,0,6,150,132,0,0,0,154,0,0,1553.03,45.45,0,132,158,134,,84.81,92,,69.697,19,,12.025
08/20/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,143,0,6,150,133,0,0,0,154,0,0,1541.35,45.11,0,133,158,133,,84.177,91,,68.421,19,,12.025
08/27/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,0,143,0,6,150,133,0,0,0,154,0,0,1541.35,45.11,0,133,157,134,,85.35,91,,68.421,19,,12.102
09/03/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,144,0,6,150,133,0,0,0,154,0,0,1541.35,45.11,0,133,162,134,,82.716,91,,68.421,19,,11.728
09/10/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,2,146,0,6,150,133,0,0,0,154,0,0,1541.35,45.11,0,134,159,131,,82.39,90,,67.164,17,,10.692
09/17/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,147,0,6,150,132,0,0,0,154,0,0,1553.03,45.45,0,132,159,128,,80.503,90,,68.182,17,,10.692
09/24/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,2,149,0,6,150,130,0,0,0,154,0,0,1576.92,46.15,0,132,158,127,,80.38,88,,66.667,17,,10.759
10/01/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,2,151,0,6,150,130,0,0,0,154,0,0,1576.92,46.15,0,133,,,,,,,,,,
10/08/2023,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,2,153,0,6,150,128,0,0,0,154,0,0,1601.56,46.88,0,128,,,,,,,,,,
10/15/23,105473,RIVER VALLEY REHABILITATION CENTER,17884 NE CROZIER ST,BLOUNTSTOWN,FL,32424,8506745464,Calhoun,Y,Y,0,205,1,154,0,6,150,128,0,0,0,154,0,0,1601.56,46.88,0,128,,,,,,,,,,
05/24/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,0,0,0,0,0,159,145,0,0,0,0,0,0,0,0,,,,,,,,,,,,
05/31/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,0,0,0,0,0,159,140,0,0,0,0,0,0,0,0,,,,,,,,,,,,
06/07/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,1,1,0,0,0,0,159,135,0,0,0,0,7.41,0,7.41,0,,,,,,,,,,,,
06/14/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,1,1,1,0,0,159,136,0,0,0,0,0,0,7.35,0,,,,,,,,,,,,
06/21/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,1,0,1,0,0,159,134,0,0,1,1,0,0,7.46,0,,,,,,,,,,,,
06/28/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,1,2,3,0,0,159,130,0,0,0,1,0,0,7.69,0,,,,,,,,,,,,
07/05/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,1,1,4,0,0,159,129,0,0,0,1,0,0,7.75,0,,,,,,,,,,,,
07/12/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,1,0,4,0,0,159,124,0,0,2,3,0,0,8.06,0,,,,,,,,,,,,
07/19/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,1,0,4,0,0,159,124,0,0,2,5,0,0,8.06,0,,,,,,,,,,,,
07/26/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,16,17,0,4,0,0,159,124,0,0,6,11,129.03,0,137.1,0,,,,,,,,,,,,
08/02/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,1,18,1,5,1,1,159,127,0,0,0,11,7.87,7.87,141.73,7.87,,,,,,,,,,,,
08/09/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,23,41,3,8,3,4,159,117,0,0,1,12,196.58,25.64,350.43,34.19,,,,,,,,,,,,
08/16/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,5,46,0,8,0,4,159,115,0,0,2,14,43.48,0,400,34.78,,,,,,,,,,,,
08/23/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,9,55,3,11,3,7,159,106,0,0,2,16,84.91,28.3,518.87,66.04,,,,,,,,,,,,
08/30/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,55,0,11,0,7,159,102,0,0,0,16,0,0,539.22,68.63,,,,,,,,,,,,
09/06/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,55,0,11,0,7,159,105,0,0,1,17,0,0,523.81,66.67,,,,,,,,,,,,
09/13/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,55,0,11,0,7,159,109,0,0,4,21,0,0,504.59,64.22,,84,98,51,,52.041,,,0,,,0
09/20/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,2,57,0,11,0,7,159,114,0,0,3,24,17.54,0,500,61.4,,84,93,56,,60.215,,,0,,,0
09/27/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,57,0,11,0,7,159,116,0,0,3,27,0,0,491.38,60.34,,85,99,56,,56.566,,,0,,,0
10/04/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,57,0,11,0,7,159,121,0,0,0,27,0,0,471.07,57.85,,86,97,56,,57.732,,,0,,,0
10/11/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,2,59,0,11,0,7,159,122,0,0,2,29,16.39,0,483.61,57.38,,87,98,56,,57.143,,,0,,,0
10/18/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,59,0,11,0,7,159,119,0,0,0,29,0,0,495.8,58.82,,84,98,55,,56.122,,,0,,,0
10/25/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,59,0,11,0,7,159,123,0,0,0,29,0,0,479.67,56.91,,84,99,55,,55.556,,,0,,,0
11/01/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,59,0,11,0,7,159,126,0,0,3,32,0,0,468.25,55.56,,86,100,56,,56,,,0,,,0
11/08/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,59,0,11,0,7,159,123,0,0,3,35,0,0,479.67,56.91,,87,99,56,,56.566,,,0,,,0
11/15/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,59,0,11,0,7,159,125,0,0,0,35,0,0,472,56,,85,96,56,,58.333,,,0,,,0
11/22/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,8,67,0,11,0,7,159,123,0,0,10,45,65.04,0,544.72,56.91,,85,100,56,,56,,,0,,,0
11/29/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,67,0,11,0,7,159,123,0,0,0,45,0,0,544.72,56.91,,85,103,57,,55.34,,,0,,,0
12/06/2020,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,6,73,0,11,0,7,159,122,0,0,0,45,49.18,0,598.36,57.38,,84,103,65,,63.107,,,0,,,0
12/13/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,73,0,11,0,7,159,121,0,0,1,46,0,0,603.31,57.85,,83,106,67,,63.208,,,0,,,0
12/20/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,73,0,11,0,7,159,122,0,0,0,46,0,0,598.36,57.38,,82,102,65,,63.725,,,0,,,0
12/27/20,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,73,0,11,0,7,159,123,0,0,0,46,0,0,593.5,56.91,,,105,71,,67.619,,,,,,0
01/03/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,9,82,0,11,0,7,159,120,0,0,3,49,75,0,683.33,58.33,,82,107,70,,65.421,,,0,,,0
01/10/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,39,121,0,11,0,7,159,113,0,0,4,53,345.13,0,1070.8,61.95,,85,104,71,,68.269,,,0,,,0
01/17/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,121,9,20,3,10,159,113,0,0,5,58,0,26.55,1070.8,88.5,,87,104,71,,68.269,,,0,,,0
01/24/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,1,122,6,26,0,10,159,109,0,0,1,59,9.17,0,1119.27,91.74,,91,108,76,,70.37,,,0,,,0
01/31/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,122,7,33,0,10,159,99,0,0,0,59,0,0,1232.32,101.01,,90,102,72,,70.588,,,0,,,0
02/07/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,122,0,33,0,10,159,98,0,0,1,60,0,0,1244.9,102.04,,91,107,74,,69.159,,,0,,,0
02/14/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,122,0,33,0,10,159,101,0,0,0,60,0,0,1207.92,99.01,,91,107,74,,69.159,,,0,,,0
02/21/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,122,0,33,0,10,159,101,0,0,0,60,0,0,1207.92,99.01,,90,96,69,,71.875,,,0,,,0
02/28/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,122,0,33,0,10,159,100,0,0,0,60,0,0,1220,100,,89,97,75,,77.32,,,0,,,0
03/07/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,122,0,33,0,10,159,100,0,0,0,60,0,0,1220,100,,92,98,76,,77.551,,,0,,,0
03/14/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,1,123,0,33,0,10,159,97,0,0,0,60,10.31,0,1268.04,103.09,,86,91,74,,81.319,,,0,,,0
03/21/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,1,124,0,33,0,10,159,95,0,0,0,60,10.53,0,1305.26,105.26,,87,109,95,,87.156,,,0,,,0
03/28/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,95,0,0,0,60,0,0,1305.26,105.26,,92,92,75,,81.522,,,0,,,0
04/04/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,92,0,0,0,60,0,0,1347.83,108.7,,92,112,102,,91.071,,,0,,,0
04/11/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,94,0,0,0,60,0,0,1319.15,106.38,,95,115,104,,90.435,,,0,,,0
04/18/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,90,0,0,0,60,0,0,1377.78,111.11,,99,117,112,,95.726,,,0,,,0
04/25/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,84,0,0,0,60,0,0,1476.19,119.05,,86,118,113,,95.763,,,0,,,0
05/02/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,93,0,0,0,60,0,0,1333.33,107.53,,89,119,115,,96.639,,,0,,,0
05/09/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,96,0,0,0,60,0,0,1291.67,104.17,,90,120,115,,95.833,,,0,,,0
05/16/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,93,0,0,0,60,0,0,1333.33,107.53,,88,108,103,,95.37,,,0,,,0
05/23/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,95,0,0,0,60,0,0,1305.26,105.26,,89,109,106,,97.248,,,0,,,0
05/30/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,97,0,0,0,60,0,0,1278.35,103.09,,100,60,60,,100,,,0,,,0
06/06/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,99,0,0,0,60,0,0,1252.53,101.01,,80,80,40,,50,,,0,,,0
06/13/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,101,0,0,0,60,0,0,1227.72,99.01,,100,60,40,,66.667,,,0,,,0
06/20/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,105,0,0,0,60,0,0,1180.95,95.24,,40,40,30,,75,,,0,,,0
06/27/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,101,0,0,0,60,0,0,1227.72,99.01,,103,40,30,,75,,,0,,,0
07/04/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,107,0,0,0,60,0,0,1158.88,93.46,,107,40,4,,10,,,0,,,0
07/11/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,106,0,0,0,60,0,0,1169.81,94.34,,110,40,3,,7.5,,,0,,,0
07/18/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,106,0,0,0,60,0,0,1169.81,94.34,,106,40,0,,0,,,0,,,0
07/25/21,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,106,0,0,0,60,0,0,1169.81,94.34,,106,40,40,,100,,,0,,,0
08/01/2021,105474,VERO BEACH CARE CENTER,1310 37TH ST,VERO BEACH,FL,32960,7725695107,Indian River,Y,Y,0,124,0,33,0,10,159,106,0,0,1,61,0,0,1169.81,94.34,,105,40,40,,100,,,0,,,0
